,STNCode,Name of Monitoring Location,Type of Water Body,State Name,Temperature Min⁰C,Temperature Max⁰C,Dissolved Oxygen(mg/L)Min,Dissolved Oxygen(mg/L)Max,pH Min,pH Max,Conductivity(μmhos/cm)Min,Conductivity(μmhos/cm)Max,BOD(mg/L)Min,BOD(mg/L)Max,NitrateN+NitriteN(mg/L)Min,NitrateN+NitriteN(mg/L)Max,FecalColiform(MPN/100ml)Min,FecalColiform(MPN/100ml)Max,TotalColiform(MPN/100ml)Min,TotalColiform(MPN/100ml)Max,Year
616,2220.0,"CHAND DUBI BEEL, CHAND DUBI, ASSAM",POND,ASSAM,22.0,32.0,4.6,10.3,7.2,7.7,83.0,108.0,2.1,2.6,0.7,1.1,300.0,730.0,720.0,1500.0,2021
617,2216.0,"DIGHALI PUKHURI, GUWAHATI, ASSAM",POND,ASSAM,20.0,35.0,4.2,11.2,7.1,7.7,218.0,321.0,2.3,3.0,1.0,1.8,360.0,730.0,910.0,2000.0,2021
618,1263.0,"ELANGABEEL SYSTEM POND
(CONNECTED TO R. KOLANG), ASSAM",POND,ASSAM,19.0,29.0,4.0,6.8,7.0,7.6,206.0,882.0,2.2,2.8,0.8,1.3,300.0,910.0,730.0,2100.0,2021
619,2228.0,"GALA BEEL AT DERGAON, ASSAM",POND,ASSAM,20.0,30.0,6.8,9.2,7.3,7.8,63.0,103.0,2.1,2.5,0.7,1.1,300.0,720.0,720.0,1500.0,2021
620,2221.0,"GANGA PUKHURI, NALBARI (GORDON
SCHOOL), ASSAM",POND,ASSAM,21.0,27.0,4.5,10.2,7.0,7.8,70.0,89.0,1.8,2.8,0.6,1.1,300.0,730.0,610.0,1500.0,2021
621,2209.0,"GAURISAGAR TANK, GAURISAGAR,
ASSAM",POND,ASSAM,20.0,36.0,4.8,7.0,6.4,7.6,65.0,83.0,1.3,2.7,0.7,1.4,2.0,730.0,360.0,1500.0,2021
622,2212.0,"GOPHUR TANK, GOPHUR, ASSAM",POND,ASSAM,20.0,32.0,6.8,7.6,7.4,7.8,101.0,119.0,2.3,2.6,0.6,1.2,300.0,360.0,620.0,1500.0,2021
623,2227.0,"HORDAI PUKHURI, CHARAIDEW, ASSAM",POND,ASSAM,18.0,32.0,5.6,7.2,6.7,7.4,64.0,77.0,1.8,2.7,0.8,1.1,300.0,360.0,360.0,910.0,2021
624,2213.0,"JAIPAL PUKHURI, SIPAJHAR, ASSAM",POND,ASSAM,22.0,31.0,7.0,8.0,7.2,8.0,89.0,210.0,2.2,2.8,0.8,1.1,300.0,720.0,730.0,1400.0,2021
625,3809.0,"JORPUKHURI AT UZANBAZAR
(UGRATALA TEMPLE)",POND,ASSAM,20.0,35.0,4.5,11.0,7.0,8.0,382.0,404.0,2.1,2.9,0.8,1.2,360.0,910.0,910.0,2000.0,2021
626,2223.0,"MAHAMAYA MANDIR PUKHURI, ASSAM",POND,ASSAM,22.0,36.0,4.0,5.1,7.2,8.0,68.0,95.0,1.9,2.6,0.7,1.1,300.0,910.0,910.0,2100.0,2021
627,4006.0,NETAI PUKHURI AT NETAI PUKHURI,POND,ASSAM,18.0,35.0,5.0,7.6,6.0,7.9,64.0,88.0,1.8,2.6,0.7,1.1,300.0,360.0,360.0,910.0,2021
628,2211.0,"PADUMPUKHURI, TEZPUR, ASSAM",POND,ASSAM,23.0,33.0,7.0,7.8,7.2,7.8,264.0,304.0,2.2,2.7,0.8,1.3,300.0,730.0,720.0,1500.0,2021
629,3806.0,"POND WATER FROM RAMKRISHNA
MISSION AT HAILAKANDI",POND,ASSAM,22.0,25.0,4.0,5.4,6.8,7.7,122.0,179.0,2.2,2.6,0.7,1.0,300.0,940.0,910.0,1600.0,2021
630,2222.0,"RAJADINIA PUKHURI AT ABHAYAPURI,
ASSAM",POND,ASSAM,24.0,38.0,4.1,5.7,7.0,7.7,60.0,80.0,1.9,2.6,0.7,1.2,300.0,910.0,730.0,2000.0,2021
631,2224.0,"RAJAPUKHURI AT GAURIPUR, ASSAM",POND,ASSAM,24.0,36.0,4.3,5.6,7.3,7.9,96.0,126.0,2.1,2.6,0.7,1.2,300.0,910.0,910.0,2000.0,2021
632,2210.0,"RAJMAW PUKHURI, JORHAT, ASSAM",POND,ASSAM,21.0,33.0,5.6,7.8,6.8,7.8,73.0,109.0,2.1,2.6,0.6,1.2,300.0,360.0,360.0,910.0,2021
633,2215.0,"SARAN BEEL, ASSAM",POND,ASSAM,21.0,32.0,4.0,7.0,7.0,7.6,75.0,105.0,2.0,2.7,0.7,1.1,300.0,730.0,720.0,1500.0,2021
634,2226.0,"SIVASAGAR TANK (BORPUKHURI) NEAR
SIVADOL, ASSAM",POND,ASSAM,20.0,36.0,4.0,7.5,6.6,7.6,66.0,90.0,1.8,2.8,0.7,1.1,300.0,730.0,360.0,1500.0,2021
635,2217.0,"SUBHAGYA KUNDA POND KAMAKHYA
TEMPLE, GUWAHATI, ASSAM",POND,ASSAM,19.0,30.0,4.0,8.5,7.3,7.8,218.0,247.0,2.0,2.7,0.6,1.1,300.0,730.0,720.0,2100.0,2021
636,4334.0,"THOWRADOLE PUKHURI, THOWRADOLE
G.P. DEMOW BLOCK",POND,ASSAM,19.0,36.0,5.5,7.8,6.8,7.7,71.0,89.0,2.0,2.8,0.7,1.1,300.0,360.0,360.0,910.0,2021
637,1532.0,"GOYSAGAR TANK, SIBSAGAR, ASSAM",TANK,ASSAM,20.0,36.0,5.5,6.5,6.3,7.6,62.0,88.0,1.4,2.6,0.7,1.1,2.0,300.0,360.0,730.0,2021
638,2557.0,"KAWAR LAKE, BEGUSARAI",LAKE,BIHAR,12.0,31.0,1.7,9.2,6.8,7.5,136.0,360.0,2.4,4.2,0.15,6.2,780.0,92000.0,2300.0,160000.0,2021
639,2571.0,MOTI JHEEL AT MOTIHARII,LAKE,BIHAR,20.0,29.0,2.6,22.0,7.2,8.3,390.0,1080.0,1.0,16.0,0.06,2.57,680.0,160000.0,1100.0,160000.0,2021
640,4296.0,"SIKANDRAPUR, MUZAFFARPUR",LAKE,BIHAR,12.0,32.0,2.2,18.5,7.6,9.0,444.0,948.0,3.7,10.0,0.3,0.5,1700.0,160000.0,3300.0,160000.0,2021
641,2574.0,SURAJ KUND AT GAYA,POND,BIHAR,18.0,31.0,3.3,16.0,7.1,8.2,427.0,817.0,2.3,6.9,0.13,1.65,2200.0,160000.0,2600.0,160000.0,2021
642,2573.0,TIGHI TALAB AT GAYA,POND,BIHAR,18.0,31.0,5.4,19.6,7.4,8.8,557.0,1140.0,2.1,8.0,0.3,1.17,920.0,160000.0,1700.0,160000.0,2021
643,2046.0,"SUKHNA LAKE, CHANDIGARH",LAKE,CHANDIGARH,17.0,33.0,7.5,10.3,6.9,8.7,208.0,295.0,2.4,3.6,0.5,15.0,5.0,27000.0,33.0,10900000.0,2021
644,3163.0,"HITKASA TAILING DAM, RAJHARA, CHHATISGARH.(DALLI RAJHARA IRON
ORE MINES, DALLI RAJHARA)",LAKE,CHHATTISGARH,24.0,32.0,6.0,6.8,7.1,7.8,329.0,790.0,8.0,16.0,0.64,0.64,2.0,170.0,70.0,170.0,2021
645,3164.0,"NEHRU NAGAR TALAB, BHILAI,
CHHATISGARH.",POND,CHHATTISGARH,21.0,31.0,7.0,7.2,7.1,7.8,329.0,790.0,2.0,2.8,0.59,0.59,10.0,110.0,110.0,170.0,2021
646,3031.0,"BHALSWA LAKE, DELHI",LAKE,DELHI,32.0,32.0,0.3,1.7,7.6,8.1,6560.0,6560.0,40.0,55.0,1.14,2.1,49000.0,3300000.0,14000000.0,14000000.0,2021
647,3476.0,"LAKE NEAR IIT FLYOVER, DELHI",LAKE,DELHI,34.0,34.0,0.3,11.0,8.7,9.1,940.0,940.0,64.0,163.0,2.38,2.6,49.0,980000.0,79.0,79.0,2021
648,3030.0,"SANJAY LAKE, DELHI",LAKE,DELHI,33.0,33.0,0.3,9.0,8.1,8.3,1194.0,1194.0,26.0,57.0,1.01,2.04,49.0,40000.0,130.0,130.0,2021
649,3175.0,ANJUNEM LAKE,LAKE,GOA,27.0,32.0,4.8,7.9,5.7,7.4,40.0,140.0,1.0,1.6,0.32,0.54,2.0,240.0,2.0,540.0,2021
650,3177.0,CARAMBOLIM LAKE,LAKE,GOA,27.0,30.0,4.3,8.8,6.3,8.3,99.0,603.0,1.0,2.8,0.32,0.39,78.0,1300.0,110.0,3300.0,2021
651,3180.0,CURTORIM LAKE,LAKE,GOA,27.0,31.0,1.6,6.7,6.0,7.7,78.0,195.0,1.0,2.9,0.32,1.22,130.0,2300.0,170.0,4900.0,2021
652,4408.0,HARWALE WATER FALL,LAKE,GOA,27.0,33.0,5.9,8.4,6.2,7.4,55.0,167.0,1.0,1.9,0.32,0.44,49.0,3300.0,140.0,5400.0,2021
653,2269.0,"MAYEM LAKE, BICHOLIM",LAKE,GOA,28.0,32.0,5.9,8.2,6.2,7.3,39.0,96.0,1.0,1.8,0.32,0.32,170.0,2200.0,330.0,2700.0,2021
654,3178.0,RAIA LAKE,LAKE,GOA,27.0,31.0,2.8,7.7,6.4,7.7,90.0,177.0,1.2,3.4,0.32,1.12,45.0,2700.0,68.0,3900.0,2021
655,3176.0,RUMDER LAKE,LAKE,GOA,27.0,32.0,1.2,6.0,6.1,7.8,95.0,141.0,1.0,3.8,0.32,0.52,130.0,2300.0,230.0,4900.0,2021
656,3179.0,SAIPEM LAKE,LAKE,GOA,28.0,30.0,1.2,4.9,6.5,7.8,196.0,463.0,2.5,8.0,0.32,1.18,230.0,4900.0,940.0,7900.0,2021
657,1549.0,"SALAULIM LAKE AT SALAULIM  
SANGUEM, GOA",LAKE,GOA,27.5,33.0,6.1,8.1,6.7,8.5,38.0,139.0,1.0,1.8,0.32,0.9,2.0,49.0,4.0,79.0,2021
658,1345.0,"AJWAH LAKE AT SRI SAYAJI SABVAR,
BARODA,",LAKE,GUJARAT,27.0,30.0,5.1,8.5,7.6,8.5,365.0,502.0,1.0,1.0,0.32,0.39,2.0,11.0,17.0,70.0,2021
659,2076.0,"ANKLESHWAR RESERVOIR AT GIDC
ANKLESHWAR AT VALIA ROAD.",LAKE,GUJARAT,26.0,31.0,6.5,8.5,7.6,8.3,306.0,508.0,1.0,1.0,0.3,0.5,2.0,27.0,20.0,70.0,2021
660,1973.0,"BINDUSAROVAR, SIDDHPUR
(DIST.PATAN)",LAKE,GUJARAT,27.0,29.0,3.5,7.2,7.3,8.0,205.0,2415.0,1.0,10.5,0.3,1.3,12.0,120.0,46.0,350.0,2021
661,1344.0,"CHANDOLA LAKE AT AHMEDABAD,",LAKE,GUJARAT,25.0,30.0,4.1,6.9,7.3,8.4,449.0,669.0,2.4,19.0,0.3,1.68,26.0,920.0,130.0,1600.0,2021
662,1977.0,CITY LAKE OF NADIAD,LAKE,GUJARAT,27.0,35.0,4.7,6.7,7.7,8.5,892.0,1621.0,1.5,3.2,0.24,0.72,70.0,350.0,280.0,540.0,2021
663,3198.0,"GOMTI LAKE, OPP, RANCHODAJI
TEMPLE, DAKOR, KHEDA",LAKE,GUJARAT,26.0,33.0,3.4,6.8,7.4,8.5,335.0,646.0,1.3,3.2,0.32,1.6,23.0,140.0,130.0,350.0,2021
664,3199.0,"HAMISAR TALAV, BHUJ",LAKE,GUJARAT,23.0,30.0,5.2,6.4,7.2,8.4,363.0,690.0,2.2,2.8,0.33,0.46,5.0,7.0,22.0,28.0,2021
665,1343.0,"KANKORIA LAKE AT AHMEDABAD, NR.
BALVATIKA,",LAKE,GUJARAT,25.0,30.0,4.8,8.4,8.5,9.1,2571.0,3999.0,7.0,22.0,0.32,1.63,33.0,920.0,280.0,1600.0,2021
666,2078.0,"KUWADAVA LAKE, VILL. KUWADAVA,
DIST. RAJKOT.",LAKE,GUJARAT,26.0,30.0,5.9,6.9,7.3,8.4,452.0,3120.0,1.6,2.5,0.32,0.75,2.0,170.0,10.0,540.0,2021
667,1975.0,"LAKHOTA TALAV, JAMNAGAR",LAKE,GUJARAT,18.0,29.0,3.0,4.4,6.8,8.4,358.0,835.0,1.0,2.1,0.32,0.6,3.0,6.0,6.0,27.0,2021
668,3197.0,"MACHHU II DAM, RAFLESHWAR, MORBI,
RAJKOT",LAKE,GUJARAT,24.0,29.0,6.4,6.8,7.3,8.6,299.0,1012.0,2.0,2.4,0.16,0.43,2.0,21.0,2.0,49.0,2021
669,3201.0,"MALAV TALAV, DHOLKA",LAKE,GUJARAT,24.0,32.0,4.2,9.2,8.3,9.1,2669.0,3850.0,3.0,27.0,0.3,0.72,12.0,540.0,63.0,920.0,2021
670,3200.0,MOONSAR LAKE OF VIRAMGAM,LAKE,GUJARAT,26.0,30.0,0.3,7.5,8.3,9.0,1838.0,6138.0,10.0,59.0,0.16,1.1,94.0,920.0,280.0,1600.0,2021
671,2077.0,"MOTICHER LAKE NEAR KAKARPAR
ATOMIC POWER STATION, DIST. SURAT.",LAKE,GUJARAT,20.0,30.0,6.2,7.6,7.5,8.3,383.0,773.0,1.0,1.1,0.01,0.42,2.0,6.0,2.0,33.0,2021
672,1972.0,"NALSAROVAR LAKE (SANAND),
DIST.AHMEDABAD",LAKE,GUJARAT,26.0,30.0,5.0,8.4,7.8,8.8,1290.0,11480.0,1.8,24.0,0.32,0.76,33.0,540.0,120.0,920.0,2021
673,1976.0,NARSIMEHTA TALAV  JUNAGADH,LAKE,GUJARAT,23.0,29.0,3.5,6.5,7.2,8.3,314.0,1020.0,2.2,2.9,0.33,0.35,2.0,49.0,17.0,130.0,2021
674,1346.0,"SURSAGAR LAKE AT BARODA,",LAKE,GUJARAT,26.0,32.0,4.9,7.3,7.6,8.5,800.0,1136.0,1.6,4.1,0.32,0.45,46.0,350.0,170.0,540.0,2021
675,3202.0,VHERAIMATA TALAV AT ANAND,LAKE,GUJARAT,26.0,28.0,3.5,5.5,7.3,8.5,430.0,779.0,1.8,4.1,0.3,0.91,130.0,350.0,240.0,540.0,2021
676,2079.0,"DHUDHIA TALAV AT NAVSARI, DIST.
NAVSARI.",POND,GUJARAT,28.0,31.0,7.0,7.8,7.5,8.4,369.0,564.0,1.0,1.9,0.3,0.57,2.0,17.0,10.0,120.0,2021
677,1979.0,"OLPAD, VILLAGE POND:OLPAD, SURAT",POND,GUJARAT,20.0,30.0,5.4,8.2,7.3,8.4,413.0,1038.0,1.0,2.5,0.04,0.32,2.0,110.0,27.0,280.0,2021
678,1971.0,THOL TANK (KALOL) (DIST. MEHASANA),TANK,GUJARAT,22.0,35.0,2.6,7.7,7.1,8.5,440.0,1360.0,8.0,29.0,0.32,1.04,6.0,540.0,50.0,920.0,2021
679,1349.0,"BRAHMSAROVAR LAKE AT
KURUKSHETRA",LAKE,HARYANA,22.0,29.0,6.2,7.8,7.2,8.0,289.0,812.0,3.5,4.5,0.14,2.84,100.0,14100.0,100.0,34800.0,2021
680,1392.0,"KAUSSHALAYA LAKE, PINJORE,
PANCHKULA",LAKE,HARYANA,22.0,29.0,3.9,7.2,7.6,8.2,329.0,488.0,3.2,4.8,0.3,0.88,400.0,4800.0,100.0,12000.0,2021
681,3033.0,SOHNA LAKE,LAKE,HARYANA,20.4,32.0,6.5,7.2,7.0,7.9,860.0,1360.0,4.0,9.0,0.8,3.2,6600.0,39000.0,32000.0,110000.0,2021
682,4857.0,"SANHIT SAROVAR, KURUSHETRA",POND,HARYANA,22.0,29.0,6.3,8.0,7.0,7.8,280.0,785.0,3.4,4.6,0.18,0.3,100.0,11800.0,100.0,24000.0,2021
683,1291.0,GOBINDSAGAR LAKE AT BILASPUR,LAKE,"HIMACHAL
PRADESH",14.0,23.0,8.4,9.7,7.2,8.0,187.0,380.0,1.0,1.0,0.32,2.14,94.0,540.0,280.0,1600.0,2021
684,2650.0,KHAZIAR LAKE,LAKE,"HIMACHAL
PRADESH",4.0,17.0,5.7,7.1,6.1,7.7,62.0,113.0,1.0,2.0,0.3,1.9,2.0,2.0,31.0,84.0,2021
685,1292.0,"PONGDAM LAKE AT PONG VILLAGE,",LAKE,"HIMACHAL
PRADESH",13.0,26.0,6.0,9.2,7.1,8.2,109.0,225.0,1.0,1.0,0.3,1.2,2.0,2.0,25.0,63.0,2021
686,1429.0,"RENUKA LAKE , 35 KM FROM PATNA
SAHIB NORTH",LAKE,"HIMACHAL
PRADESH",10.0,22.0,6.5,8.9,7.3,8.5,372.0,625.0,1.0,2.0,0.32,0.82,26.0,46.0,130.0,350.0,2021
687,2649.0,RIWALSAR LAKE,LAKE,"HIMACHAL
PRADESH",11.0,27.0,5.3,9.8,6.9,8.3,58.0,746.0,1.0,5.0,0.41,1.74,110.0,920.0,920.0,1600.0,2021
688,2738.0,"(MANSAR LAKE AT MID POINT(MANSAR
LAKE)",LAKE,"JAMMU &
KASHMIR",14.0,24.0,7.5,7.9,7.4,7.9,190.0,225.0,1.0,1.0,0.02,0.26,39.0,360.0,279.5,1400.0,2021
689,2740.0,"(MANSAR LAKE AT MID
POINT(SURINSAR LAKE), J&K",LAKE,"JAMMU &
KASHMIR",15.0,26.0,6.2,6.6,7.9,8.6,168.0,236.0,3.1,4.1,0.03,0.04,39.0,360.0,279.5,1400.0,2021
690,4044.0,ANCHAR LAKE AT CENTRAL SITE,LAKE,"JAMMU &
KASHMIR",9.2,26.1,3.6,7.1,7.3,7.7,225.0,479.0,1.5,2.8,0.6,2.76,39.0,360.0,279.5,1400.0,2021
691,4047.0,ANCHAR LAKE AT JENAB SAHAB SOURA,LAKE,"JAMMU &
KASHMIR",8.3,26.3,0.5,3.6,7.2,7.4,300.0,725.0,3.3,8.7,0.6,2.76,39.0,360.0,279.5,1400.0,2021
692,4045.0,ANCHAR LAKE AT SANGAM,LAKE,"JAMMU &
KASHMIR",7.1,26.4,1.4,5.6,7.2,7.4,274.0,552.0,2.4,5.3,0.6,2.76,39.0,360.0,279.5,1400.0,2021
693,4043.0,ANCHAR LAKE AT SINDH INFLOW,LAKE,"JAMMU &
KASHMIR",7.3,24.0,3.5,7.2,7.3,7.8,217.0,2889.0,1.2,2.8,0.6,2.76,39.0,360.0,279.5,1400.0,2021
694,4046.0,ANCHAR LAKE NEAR LKIMS,LAKE,"JAMMU &
KASHMIR",8.9,25.8,0.7,2.6,7.1,7.4,274.0,676.0,3.5,7.6,0.6,2.76,39.0,360.0,279.5,1400.0,2021
695,4040.0,DAL LAKE AT ASHAIBAGH BRIDGE,LAKE,"JAMMU &
KASHMIR",13.0,25.8,4.3,9.0,7.3,8.1,179.0,217.0,2.0,4.4,0.6,2.76,39.0,360.0,279.5,1400.0,2021
696,4042.0,DAL LAKE AT JOGILANKER,LAKE,"JAMMU &
KASHMIR",14.0,28.2,0.5,4.5,7.1,7.7,264.0,350.0,5.4,13.6,0.6,2.76,39.0,360.0,279.5,1400.0,2021
697,4041.0,DAL LAKE AT NAYADYAR,LAKE,"JAMMU &
KASHMIR",13.5,28.0,0.7,5.0,7.1,7.7,273.0,310.0,4.4,10.5,0.6,2.76,39.0,360.0,279.5,1400.0,2021
698,3254.0,DAL LAKE AT ABIKARPORA,LAKE,"JAMMU &
KASHMIR",11.2,25.5,3.4,7.5,7.2,7.9,166.0,2110.0,2.1,2.9,0.6,2.76,39.0,360.0,279.5,1400.0,2021
699,3252.0,DAL LAKE AT CHAIRCHINARI,LAKE,"JAMMU &
KASHMIR",11.3,28.0,3.3,7.5,7.0,8.3,161.0,206.0,2.0,3.7,0.6,2.76,39.0,360.0,279.5,1400.0,2021
700,3251.0,DAL LAKE AT DALGATE,LAKE,"JAMMU &
KASHMIR",11.7,27.3,4.7,7.6,7.1,7.9,170.0,200.0,2.7,3.3,0.6,2.76,39.0,360.0,279.5,1400.0,2021
701,3259.0,DAL LAKE AT DHOBIGHAT,LAKE,"JAMMU &
KASHMIR",14.0,27.8,4.0,9.0,7.5,8.2,161.0,430.0,2.3,6.4,0.6,2.76,39.0,360.0,279.5,1400.0,2021
702,3256.0,"DAL LAKE AT ENTRY POINT OF TALIBAL
NALLAH",LAKE,"JAMMU &
KASHMIR",13.0,26.4,6.0,9.5,7.5,8.1,101.0,237.0,1.3,3.4,0.6,2.76,39.0,360.0,279.5,1400.0,2021
703,3257.0,DAL LAKE AT HABAK,LAKE,"JAMMU &
KASHMIR",13.5,27.4,2.8,8.3,7.4,8.5,183.0,420.0,1.0,8.5,0.02,0.02,39.0,360.0,279.5,1400.0,2021
704,3258.0,DAL LAKE AT HAZRATBAL,LAKE,"JAMMU &
KASHMIR",13.8,28.0,4.5,9.8,7.5,8.3,206.0,311.0,2.2,5.6,0.6,2.76,39.0,360.0,279.5,1400.0,2021
705,3262.0,"DAL LAKE AT NIGEEN, WATER INTAKE PT OF POKHRIBAL WATER TREATMENT
PLANT",LAKE,JAMMU & KASHMIR,13.5,27.0,5.8,9.2,7.7,8.5,202.0,227.0,2.0,4.0,0.6,2.76,39.0,360.0,279.5,1400.0,2021
706,3261.0,"DAL LAKE AT NISHAT, WATER INTAKE POINT OF NISHAT WATER TREATMENT
PLANT",LAKE,JAMMU & KASHMIR,13.0,27.6,6.4,9.8,7.9,8.2,160.0,195.0,2.0,3.8,0.6,2.76,39.0,360.0,279.5,1400.0,2021
707,3260.0,DAL LAKE AT SONALANK,LAKE,"JAMMU &
KASHMIR",13.8,26.1,6.4,9.8,7.4,8.5,142.0,268.0,1.5,2.9,0.6,2.76,39.0,360.0,279.5,1400.0,2021
708,1309.0,DAL LAKE AT SRINAGAR,LAKE,"JAMMU &
KASHMIR",11.7,28.0,5.7,9.3,7.4,7.8,165.0,202.0,2.3,4.6,0.6,2.76,39.0,360.0,279.5,1400.0,2021
709,3253.0,DAL LAKE NEAR NISHAT LAM,LAKE,"JAMMU &
KASHMIR",12.2,27.5,4.8,8.9,7.6,8.3,188.0,267.0,2.0,6.3,0.6,2.76,39.0,360.0,279.5,1400.0,2021
710,2739.0,"MANSAR LAKE POINT OF DISCHARGE OF WASTE WATER FROM DIFFERENT
ESTABLISHMENTS NEAR NAG TEMPLE",LAKE,JAMMU & KASHMIR,14.0,24.0,5.9,7.9,7.5,8.1,192.0,239.0,1.0,1.0,0.02,0.02,39.0,360.0,279.5,1400.0,2021
711,2741.0,"SURINSAR LAKE POINT OF DISCHARGE OF WASTE WATER FROM DIFFERENT
ESTABLISHMENTS",LAKE,JAMMU & KASHMIR,15.0,26.0,6.1,6.5,8.1,8.6,170.0,240.0,3.4,16.4,0.04,0.04,39.0,360.0,279.5,1400.0,2021
712,4048.0,WULAR LAKE AT SADERKOTE,LAKE,"JAMMU &
KASHMIR",9.4,27.0,2.5,7.5,7.3,7.6,197.0,291.0,2.0,5.1,0.6,2.76,39.0,360.0,279.5,1400.0,2021
713,4049.0,WULAR LAKE AT ZALWAN,LAKE,"JAMMU &
KASHMIR",10.0,21.0,1.6,8.1,7.1,7.5,90.0,487.0,1.3,5.6,0.6,2.76,39.0,360.0,279.5,1400.0,2021
714,3266.0,"WULAR LAKE AT ENTRY PT OF ERIN
NALLAH",LAKE,"JAMMU &
KASHMIR",6.1,24.0,3.0,7.9,7.2,7.9,70.0,165.0,1.0,4.6,0.6,2.76,39.0,360.0,279.5,1400.0,2021
715,3263.0,WULAR LAKE AT NINGLI NALLAH,LAKE,"JAMMU &
KASHMIR",6.0,24.1,4.2,6.8,7.1,7.6,194.0,260.0,1.3,2.7,0.6,2.76,39.0,360.0,279.5,1400.0,2021
716,3264.0,WULAR LAKE AT WATLAB,LAKE,"JAMMU &
KASHMIR",8.6,26.0,4.4,8.5,7.1,8.0,161.0,249.0,1.5,2.7,0.6,2.76,39.0,360.0,279.5,1400.0,2021
717,3265.0,WULAR LAKE ATKANIBATH,LAKE,"JAMMU &
KASHMIR",8.5,28.4,2.4,8.7,7.1,7.7,188.0,268.0,1.8,5.7,0.6,2.76,39.0,360.0,279.5,1400.0,2021
718,2398.0,"DIMNA LAKE, DIMNA",LAKE,JHARKHAND,20.0,32.0,7.0,8.0,7.2,7.7,168.0,243.0,1.0,1.6,0.6,2.76,39.0,360.0,279.5,1400.0,2021
719,2394.0,TOP CHANCHI LAKE,LAKE,JHARKHAND,19.5,20.0,7.4,7.6,7.5,7.5,329.0,790.0,2.4,2.5,0.6,2.76,39.0,360.0,279.5,1400.0,2021
720,4491.0,"HOLY POND OF SHIV GANGA JARMUNDI,
DUMKA",POND,JHARKHAND,17.0,31.0,3.6,8.0,7.6,8.2,296.0,350.0,2.1,2.6,0.6,2.76,39.0,360.0,279.5,1400.0,2021
721,4740.0,"LOCO TALAB ) PUMPU TALAB), AT 
BARMASIA, DHANBAD",POND,JHARKHAND,20.0,23.0,2.0,4.9,7.3,7.4,329.0,790.0,3.9,12.8,0.6,2.76,39.0,360.0,279.5,1400.0,2021
722,4741.0,"RANIBANDH TALAB NEAR ISM,
DHANBAD",POND,JHARKHAND,19.0,23.0,4.0,4.2,7.3,7.4,329.0,790.0,4.6,4.8,0.6,2.76,39.0,360.0,279.5,1400.0,2021
723,2393.0,"SHIV GANGA POND, DEOGHAR",POND,JHARKHAND,17.0,32.0,6.2,7.6,7.6,8.2,310.0,332.0,1.5,2.6,0.6,2.76,39.0,360.0,279.5,1400.0,2021
724,4506.0,ABBIGERE LAKE,LAKE,KARNATAKA,25.0,25.0,0.3,7.2,6.5,8.1,226.0,1399.0,3.0,42.0,0.7,3.0,4600.0,940000.0,35000.0,5400000.0,2021
725,3612.0,AGARAM LAKE,LAKE,KARNATAKA,25.0,25.0,1.9,7.0,6.5,7.7,324.0,1268.0,4.0,22.0,1.5,5.7,3300.0,150000.0,24000.0,1600000.0,2021
726,3628.0,AMRUTHAHALLI LAKE,LAKE,KARNATAKA,25.0,25.0,4.2,6.6,6.6,7.6,449.0,963.0,3.0,8.0,0.3,2.6,2300.0,1100000.0,24000.0,3500000.0,2021
727,4096.0,"ANDHRAHALLI LAKE, ANDHRAHALLI,
BENGALURU",LAKE,KARNATAKA,25.0,25.0,0.3,6.2,6.3,7.2,358.0,1637.0,4.0,29.0,0.3,2.2,3400.0,700000.0,24000.0,5400000.0,2021
728,3615.0,ARAKERE LAKE,LAKE,KARNATAKA,25.0,25.0,4.6,6.8,6.8,7.9,706.0,985.0,3.7,7.0,1.4,3.29,490.0,15000.0,5400.0,160000.0,2021
729,4542.0,BASAVANAPURA LAKE,LAKE,KARNATAKA,25.0,25.0,4.4,6.5,6.5,8.1,209.0,1194.0,4.0,9.0,0.7,3.2,3300.0,140000.0,24000.0,540000.0,2021
730,4515.0,BATTARAHALLI LAKE,LAKE,KARNATAKA,25.0,25.0,3.2,6.8,7.1,8.5,706.0,949.0,4.0,17.0,0.4,6.49,3300.0,150000.0,24000.0,1600000.0,2021
731,3602.0,BELLANDUR LAKE,LAKE,KARNATAKA,25.0,25.0,0.3,2.8,6.5,6.9,1035.0,1187.0,18.0,87.0,1.1,5.0,2300.0,1200000000.0,24000.0,9200000000.0,2021
732,3679.0,BHUTANALA LAKE,LAKE,KARNATAKA,24.0,29.0,0.3,10.9,7.6,9.0,708.0,1528.0,1.0,38.0,0.32,6.0,920.0,1840.0,1600.0,3200.0,2021
733,3649.0,BUGUDANAHALLI LAKE,LAKE,KARNATAKA,25.0,25.0,5.7,6.9,6.5,7.2,141.0,312.0,3.0,5.0,0.4,11.5,1200.0,15000.0,16000.0,160000.0,2021
734,4507.0,CHELEKERE LAKE,LAKE,KARNATAKA,25.0,25.0,4.0,7.0,6.5,7.4,297.0,1326.0,3.0,11.0,0.6,2.3,3300.0,940000.0,24000.0,5400000.0,2021
735,4095.0,"CHIKKABANVARA LAKE,
CHIKKABANWARA, BENGALURU NORTH",LAKE,KARNATAKA,25.0,25.0,1.0,7.0,6.5,7.7,225.0,1871.0,4.0,22.0,0.36,3.0,3300.0,1100000.0,24000.0,9200000.0,2021
