,STNCode,Name of Monitoring Location,Type of Water Body,State Name,Temperature Min⁰C,Temperature Max⁰C,Dissolved Oxygen(mg/L)Min,Dissolved Oxygen(mg/L)Max,pH Min,pH Max,Conductivity(μmhos/cm)Min,Conductivity(μmhos/cm)Max,BOD(mg/L)Min,BOD(mg/L)Max,NitrateN+NitriteN(mg/L)Min,NitrateN+NitriteN(mg/L)Max,FecalColiform(MPN/100ml)Min,FecalColiform(MPN/100ml)Max,TotalColiform(MPN/100ml)Min,TotalColiform(MPN/100ml)Max,Year
498,1783.0,"KISTAREDDYPET TANK , MEDAK DIST.",TANK,TELANGANA,18.0,30.0,4.9,7.2,6.7,7.4,1120.0,6250.0,4.0,9.0,8.11,31.24,2.0,26.0,16.0,110.0,2020
499,2343.0,"PREMAJIPET TANK,
KATTEDAN, RANGAREDDY",TANK,TELANGANA,27.0,33.0,0.1,3.8,6.8,8.5,1670.0,6110.0,16.0,68.0,0.5,18.0,2.0,36.0,14.0,540.0,2020
500,2348.0,"KAJIPALLY TANK, KAJIPALLY,
MEDAK",TANK,TELANGANA,21.0,25.0,4.1,6.3,6.9,7.4,2080.0,3510.0,3.0,5.4,12.18,57.32,2.0,4.0,8.0,79.0,2020
501,2358.0,MALLAPUR TANK,TANK,TELANGANA,25.0,30.0,0.1,0.3,7.0,7.8,1270.0,2343.0,16.0,52.0,1.6,17.0,14.0,430.0,350.0,1600.0,2020
502,3084.0,"WADDEPALLY TANK, KAZIPET, WARANGAL",TANK,TELANGANA,18.0,29.0,4.2,6.5,6.9,8.4,319.0,1321.0,2.0,6.0,0.3,8.21,2.0,8.0,24.0,84.0,2020
503,3085.0,"CHINNA WADDEPALLY TANK,
WARANGAL",TANK,TELANGANA,27.0,29.0,0.1,5.8,6.9,9.5,481.0,1296.0,2.1,40.0,0.8,17.0,2.0,39.0,63.0,540.0,2020
504,3086.0,"SAKI TANK, PATANCHERU,
RANGA REDDY",TANK,TELANGANA,18.0,26.0,5.0,7.1,7.1,7.4,495.0,2083.0,3.0,6.4,0.32,9.18,2.0,9.0,25.0,84.0,2020
505,4222.0,"KONERU, KONDAGATTU
TEMPLE, JAGITIYAL",TANK,TELANGANA,27.0,27.0,2.0,4.8,7.1,7.6,951.0,1332.0,4.0,10.0,4.0,4.6,14.0,70.0,320.0,350.0,2020
506,4223.0,"VEMULAWADA TEMPLE
KONERU, KARIMNAGAR",TANK,TELANGANA,26.0,28.0,2.1,3.4,7.1,7.3,1079.0,1290.0,12.0,18.0,4.0,5.0,20.0,26.0,280.0,430.0,2020
507,4225.0,"JOGULAMBA TEMPLE,
GADWAL",TANK,TELANGANA,26.0,31.0,4.8,6.2,6.9,8.4,660.0,1808.0,2.0,4.0,0.2,4.0,2.0,13.0,6.0,70.0,2020
508,4228.0,"IBRAHIM CHERUVU, RAJENDRA NAGAR",TANK,TELANGANA,30.0,32.0,0.3,1.7,6.9,7.3,1246.0,1686.0,8.0,12.0,1.2,6.9,2.0,27.0,33.0,920.0,2020
509,4230.0,"KISTAIPALLY TANK, KAZIPET,
WARANGAL",TANK,TELANGANA,21.0,37.0,0.9,6.2,7.1,7.4,1391.0,3075.0,2.1,12.0,6.9,24.38,2.0,27.0,2.0,920.0,2020
510,4231.0,"RAYAM CHERUVU, BONTHAPALLY VILLAGE, JINNARAM MANDAL,
SANGAREDDY DISTRICT",TANK,TELANGANA,21.0,37.0,5.0,6.4,7.0,7.4,234.0,625.0,2.1,3.4,2.16,9.0,2.0,5.0,2.0,110.0,2020
511,4232.0,"KOMATI CHERUVU, SIDDIPET
TOWN, SIDIPET DISTRICT",TANK,TELANGANA,24.0,37.0,5.8,6.8,7.0,7.4,323.0,943.0,2.1,4.2,2.08,10.37,2.0,68.0,2.0,70.0,2020
512,4233.0,"GADDAPOTHARAM CHERUVU, GADDAPOTHARAM VILLAGE, JINNARAM MANDAL,
SANGAREDDY DIST",TANK,TELANGANA,21.0,37.0,4.0,5.1,6.3,7.4,2600.0,6600.0,6.0,10.0,13.31,37.42,2.0,17.0,2.0,220.0,2020
513,4237.0,"MULLAKATWA CHERUVU, JI
TECH CITY, MADHAPUR,",TANK,TELANGANA,25.0,32.0,0.1,0.3,6.9,7.8,1158.0,1558.0,6.0,22.0,0.5,6.0,5.0,33.0,170.0,920.0,2020
514,4238.0,"AMEENPUR CHERUVU,
AMEENPUR (V & M) SANGAREDDY DISTRICT",TANK,TELANGANA,21.0,26.0,5.0,6.1,6.9,7.4,685.0,1680.0,3.4,5.0,1.28,19.31,2.0,24.0,92.0,280.0,2020
515,4239.0,"MAHABOOBSAGAR TANK SANGAREDDY (V & M)
SANGAREDDY DISTRICT",TANK,TELANGANA,17.0,26.0,5.0,6.0,6.7,7.5,448.0,1861.0,2.8,5.2,3.13,16.28,3.0,92.0,33.0,240.0,2020
516,4240.0,"MUTHANGI TANK, MUTHANGI (V), PATANCHERU (M)
SANGAREDDY DISTRICT",TANK,TELANGANA,23.0,24.0,4.9,5.4,7.2,7.3,249.0,325.0,2.8,3.2,3.1,4.14,2.0,4.0,17.0,22.0,2020
517,4241.0,"CHITKUL TANK, CHITKUL (V) PATANCHERU (M)
SANGAREDDY DISTRICT",TANK,TELANGANA,19.0,26.0,4.5,5.4,6.9,7.3,725.0,2680.0,2.8,5.8,7.17,26.28,2.0,68.0,20.0,130.0,2020
518,4242.0,"LAKADARAM CHERUVU, LAKADARAM (V) PATANCHERU
(M) SANGAREDDY DISTRICT",TANK,TELANGANA,16.0,26.0,4.6,5.7,6.6,7.4,610.0,1962.0,3.0,6.0,4.12,17.37,2.0,12.0,20.0,94.0,2020
519,4243.0,"ISNAPUR TANK, ISNAPUR (V)
PATANCHERU 9M) SANGAREDDY DISTRICT",TANK,TELANGANA,18.0,26.0,3.5,5.0,6.7,7.4,1328.0,11200.0,4.2,86.0,8.39,45.31,2.0,33.0,24.0,210.0,2020
520,4244.0,"YERDANOOR TANK,
YERDANOOR (V) SANGAREDDY DISTRICT",TANK,TELANGANA,18.0,24.0,6.0,6.4,6.8,7.4,420.0,1843.0,2.4,3.6,4.11,16.53,2.0,6.0,47.0,63.0,2020
521,4245.0,"MALLEPALLY TANK
MALLEPALLY (V) KONDAPUR
(M) SANGAREDDY DISTRICT",TANK,TELANGANA,20.0,24.0,5.4,6.2,6.8,7.4,405.0,3013.0,3.0,5.0,2.1,22.58,2.0,15.0,31.0,70.0,2020
522,4246.0,PASHAMYLARAM TANK,TANK,TELANGANA,19.0,19.0,4.7,4.7,7.2,7.2,5500.0,5500.0,7.0,7.0,23.3,23.3,2.0,2.0,70.0,70.0,2020
523,4247.0,"MUCHARLA NAGARAM
CHERUVU, WARANGAL",TANK,TELANGANA,25.0,29.0,1.0,5.5,7.4,8.5,527.0,1010.0,2.2,16.0,0.3,3.0,2.0,26.0,28.0,430.0,2020
524,4248.0,"KOTI CHERUVU,
HANAMKONDA, WARANGAL",TANK,TELANGANA,27.0,29.0,0.1,4.3,6.8,8.4,698.0,1124.0,4.0,18.0,0.6,8.0,2.0,22.0,14.0,540.0,2020
525,4249.0,"RANGASAMUDRAM, WARANGAL",TANK,TELANGANA,27.0,29.0,0.1,4.8,7.2,8.4,644.0,1585.0,3.8,18.0,0.3,4.0,8.0,38.0,73.0,430.0,2020
526,4302.0,"RUDRARAM TANK, RUDRARAM (V)PATANCHERU
(M) SANGAREDDY DISTRICT",TANK,TELANGANA,18.0,28.0,5.0,6.6,6.7,7.5,715.0,2979.0,2.6,5.0,6.1,24.21,2.0,9.0,20.0,84.0,2020
527,4689.0,"SUNNAM KUNTA, JUBILLE
HILLS",TANK,TELANGANA,26.0,29.0,0.1,4.5,7.1,8.0,434.0,1030.0,4.0,26.0,0.88,18.0,2.0,26.0,58.0,350.0,2020
528,4700.0,"LARGE TANK, SAROORNAGAR
(V)",TANK,TELANGANA,25.0,29.0,0.1,2.5,6.7,7.6,1296.0,1620.0,6.0,30.0,0.62,8.0,2.0,94.0,130.0,540.0,2020
529,4703.0,"BULBUL KUNTA, LAXMI
NAGAR (V), RAJENDRANAGAR",TANK,TELANGANA,22.0,30.0,0.1,3.2,7.1,7.8,1326.0,2158.0,14.0,34.0,1.4,8.0,17.0,110.0,320.0,920.0,2020
530,4704.0,"PEDDA CHERUVU, MANSOORABAD (V),
SAROORNAGAR",TANK,TELANGANA,27.0,30.0,0.1,3.3,6.9,11.1,573.0,1720.0,6.0,30.0,0.3,20.0,2.0,41.0,130.0,430.0,2020
531,1727.0,"LAXMI NARAYAN BARI PALACE
COMPOUND, TRIPURA",LAKE,TRIPURA,23.0,30.0,5.7,6.7,7.0,8.3,126.0,179.0,0.9,1.4,0.3,1.28,15.0,38.0,47.0,150.0,2020
532,1728.0,"RUDRASAGAR, SONUMURA,
TRIPURA",LAKE,TRIPURA,22.0,29.0,5.1,6.3,6.7,7.3,118.0,1229.0,1.0,2.7,0.78,1.92,25.0,58.0,94.0,280.0,2020
533,3391.0,"DHAMBUR LAKE, DHALAI",LAKE,TRIPURA,22.0,29.0,5.4,6.9,6.8,7.7,124.0,191.0,0.1,1.4,0.69,1.18,17.0,47.0,63.0,170.0,2020
534,4192.0,MBB COLLEGE LAKE,LAKE,TRIPURA,22.0,30.0,5.0,6.5,6.9,7.5,116.0,166.0,0.1,1.3,0.31,0.89,15.0,48.0,84.0,240.0,2020
535,4193.0,"DIMASAGAR LAKE, NORTH
GATE",LAKE,TRIPURA,23.0,29.0,5.2,6.8,6.3,6.9,106.0,161.0,0.7,1.6,0.3,1.17,15.0,58.0,58.0,220.0,2020
536,4642.0,"RUDRASAGAR NORTH
LAKE,TRIPURA",LAKE,TRIPURA,22.0,29.0,5.8,6.8,6.7,7.2,109.0,181.0,0.5,2.3,0.27,1.17,17.0,58.0,58.0,210.0,2020
537,4643.0,"RUDRASAGAR EAST LAKE
TRIPURA",LAKE,TRIPURA,22.0,29.0,5.3,6.4,6.8,7.5,121.0,184.0,0.1,1.8,0.27,1.28,17.0,63.0,84.0,150.0,2020
538,4644.0,"RUDRASAGAR WEST LAKE
TRIPURA",LAKE,TRIPURA,22.0,29.0,5.6,6.5,6.7,7.2,117.0,169.0,0.3,1.6,0.32,1.19,17.0,58.0,58.0,210.0,2020
539,3392.0,"SHIPAHIJALA POND, WEST
TRIPURA",POND,TRIPURA,13.0,27.0,5.0,6.1,6.4,7.1,119.0,169.0,0.6,1.6,0.7,1.72,17.0,38.0,47.0,130.0,2020
540,3393.0,"BRAMAKUNDA POND, WEST TRIPURA",POND,TRIPURA,22.0,29.0,6.0,6.8,6.9,7.3,122.0,193.0,0.6,1.6,0.68,1.65,17.0,40.0,58.0,130.0,2020
541,3394.0,"KALYANSAGAR AT
MATARBARI, SOUTH TRIPURA",POND,TRIPURA,22.0,30.0,6.0,6.9,6.5,7.4,123.0,192.0,0.7,2.1,0.68,2.27,25.0,63.0,94.0,220.0,2020
542,3395.0,"MAHADEB DIGHI, SOUTH
TRIPURA",POND,TRIPURA,22.0,29.0,6.1,6.9,7.0,7.4,127.0,173.0,0.1,1.5,0.46,1.29,15.0,58.0,48.0,150.0,2020
543,3396.0,"JAGANNATH DIGHI, SOUTH
TRIPURA",POND,TRIPURA,22.0,29.0,5.9,7.0,6.7,7.1,106.0,174.0,0.6,1.4,0.55,1.09,17.0,31.0,41.0,120.0,2020
544,4194.0,LALBAHADUR DIGHI POND,POND,TRIPURA,22.0,29.0,5.3,6.5,6.5,7.1,127.0,172.0,1.1,2.0,0.48,1.25,15.0,48.0,41.0,140.0,2020
545,4195.0,DURGABARI POND,POND,TRIPURA,22.0,29.0,5.0,6.6,6.4,6.9,128.0,179.0,0.1,1.3,0.43,1.09,12.0,25.0,40.0,120.0,2020
546,4196.0,RADHANAGAR POND,POND,TRIPURA,22.0,30.0,5.1,6.8,6.6,7.1,114.0,191.0,2.1,4.0,0.68,1.51,32.0,63.0,110.0,280.0,2020
547,4197.0,"CHATURDASH DEBATA BARI
POND",POND,TRIPURA,22.0,29.0,6.0,7.1,6.1,7.1,119.0,184.0,0.1,1.3,0.75,1.08,15.0,39.0,46.0,120.0,2020
548,4221.0,KATAL DIGHI POND,POND,TRIPURA,23.0,29.0,5.5,6.9,6.5,7.4,127.0,184.0,0.5,1.6,0.31,1.12,15.0,49.0,40.0,150.0,2020
549,1364.0,"RAMGARH LAKE, U.P.",LAKE,"UTTAR
PRADESH",14.0,26.0,6.2,9.4,8.0,8.3,426.0,498.0,4.8,6.2,0.6,2.76,18000.0,28000.0,30000.0,50000.0,2020
550,2499.0,"SAMARPUR JHEEL, RAEBARELI",LAKE,UTTAR PRADESH,21.0,28.0,0.3,8.0,7.8,8.2,259.0,411.0,4.0,4.6,0.78,0.9,3900.0,4900.0,5100.0,7000.0,2020
551,2500.0,"MAAHIL POND, URAI TEHSIL,
JALAUN",POND,"UTTAR
PRADESH",18.0,36.0,1.3,3.1,7.7,8.6,1170.0,2460.0,26.0,48.0,0.6,2.76,1400.0,26000.0,21000.0,43000.0,2020
552,2501.0,"LAXMI POND, JHANSI",POND,UTTAR PRADESH,17.0,33.0,1.3,2.3,7.3,8.7,1012.0,1664.0,36.0,80.0,0.6,2.76,2100.0,35000.0,35000.0,92000.0,2020
553,1362.0,"NAINI LAKE AT NAINITAL
(WATER INTAKE POINT)",LAKE,UTTARAKHAND,10.0,24.0,6.8,8.6,7.2,8.1,330.0,470.0,1.0,2.6,0.6,2.76,415.0,415.0,620.0,620.0,2020
554,3437.0,BHEEMTAL LAKE,LAKE,UTTARAKHAND,12.0,25.0,6.6,9.0,7.3,8.2,160.0,230.0,1.0,1.8,0.6,2.76,220.0,220.0,350.0,350.0,2020
555,1765.0,"RABINDRASAROVAR
NATIONAL LAKE, CALCUTTA, WEST BENGAL",LAKE,WEST BENGAL,19.0,36.0,4.8,10.4,6.9,8.5,299.0,987.0,1.1,5.5,0.99,3.54,450.0,1100.0,1300.0,2800.0,2020
556,2503.0,"HATISHALA GHAT ON DUDHPUKUR AT
TARAKESHWAR, HOOGHLY",LAKE,WEST BENGAL,24.0,34.0,4.8,9.0,7.9,8.6,607.0,786.0,4.0,7.2,0.33,0.61,200.0,35000.0,400.0,54000.0,2020
557,2504.0,"MAINH GHAT ON DUDHPUKUR
AT TARAKESHWAR, HOOGHLY",LAKE,WEST BENGAL,24.0,34.0,4.5,8.8,7.9,8.7,604.0,777.0,3.5,6.5,0.36,0.77,4000.0,54000.0,8000.0,92000.0,2020
558,2505.0,"HANUMAN GHAT ON
DUDHPUKUR AT TARAKESHWAR, HOOGHLY",LAKE,WEST BENGAL,24.0,33.0,5.5,9.2,8.1,8.6,615.0,800.0,2.2,6.6,0.37,0.63,200.0,22000.0,400.0,35000.0,2020
559,2519.0,"KOCHBIHAR LAKE (SAGAR
DIGHI), COOCHBEHAR",LAKE,WEST BENGAL,16.0,29.0,6.4,7.4,6.7,7.8,39.0,107.0,1.2,2.6,0.3,1.75,2100.0,14000.0,7000.0,14000.0,2020
560,2520.0,"MIRIKH LAKE, DARJEELING",LAKE,WEST BENGAL,8.0,17.0,5.4,7.4,6.5,7.6,18.0,128.0,1.0,2.8,0.3,2.39,90.0,3400.0,170.0,17000.0,2020
561,2521.0,"WATER RESERVIOR AT DELO
LAKE, DARJELLING",LAKE,WEST BENGAL,7.0,21.0,7.0,7.6,6.9,7.8,13.0,33.0,1.0,1.2,0.3,1.16,80.0,230.0,110.0,1100.0,2020
562,2522.0,SINCHAL LAKE FOR DARJEELING,LAKE,WEST BENGAL,3.0,12.0,7.1,8.6,6.9,7.8,12.0,28.0,1.0,1.2,0.3,0.82,70.0,170.0,120.0,300.0,2020
563,2539.0,"BELBONI LAKE NEAR BARJORA,
BANKURA",LAKE,WEST BENGAL,19.0,34.0,7.9,8.7,6.9,7.8,122.0,222.0,1.4,2.1,0.3,0.3,450.0,1700.0,830.0,2200.0,2020
564,2544.0,SAHEBBANDH AT PURULIA,LAKE,WEST BENGAL,18.0,35.0,8.5,9.5,7.3,8.3,314.0,467.0,2.9,4.0,0.3,0.3,2500.0,4100.0,3800.0,8400.0,2020
565,4720.0,"LAKE RASIKBHEEL AT
COOCHBEHAR",LAKE,WEST BENGAL,19.0,28.0,6.7,8.1,7.1,8.4,32.0,109.0,1.4,2.1,0.3,2.76,90.0,1300.0,700.0,3500.0,2020
566,4725.0,WATER RESERVIOR ST. HELENS SCHOOL,LAKE,WEST BENGAL,4.0,27.0,7.1,8.2,7.1,7.7,14.0,32.0,1.0,2.1,0.3,2.76,70.0,1300.0,170.0,3400.0,2020
567,4729.0,"JOREPOKHARI LAKE AT
SUKHIAPOKHARI",LAKE,WEST BENGAL,4.0,14.0,6.9,7.8,6.8,8.0,10.0,135.0,1.0,1.4,0.3,2.28,60.0,260.0,110.0,330.0,2020
568,4368.0,"KOLLERU LAKE KOKKIRAYALANKA (V),
KAILALUR (M)",LAKE,ANDHRA PRADESH,24.0,27.0,3.2,6.5,7.0,8.0,245.0,5160.0,1.6,3.2,1.02,3.6,9.0,21.0,120.0,210.0,2021
569,2353.0,"KONDAKARLA AAVA LAKE, PARAWADA
PHARMA CITY, VISHAKHAPATNAM",LAKE,ANDHRA PRADESH,26.0,29.0,3.0,6.8,6.9,7.8,599.0,1179.0,1.9,4.6,0.77,3.56,15.0,23.0,150.0,240.0,2021
570,1790.0,"PULICATE LAKE , NELLORE DIST",LAKE,ANDHRA PRADESH,18.0,24.0,4.2,6.0,7.2,8.2,28000.0,56900.0,2.4,2.8,1.2,1.64,3.0,3.0,47.0,150.0,2021
571,4391.0,"CHENGAMBAKAM TANK IN SRI CITY SEZ,
TIRUPATHI",TANK,ANDHRA PRADESH,22.0,29.0,5.4,6.2,6.3,7.9,180.0,476.0,1.0,2.5,0.34,2.3,24.0,365.0,170.0,549.0,2021
572,4921.0,"ANNAMAYYA PROJECT ON CHEYYERU
RESERVOIR",Wetland,ANDHRA PRADESH,21.0,30.0,5.4,6.5,7.3,8.0,496.0,734.0,1.0,2.3,0.35,1.0,43.0,289.0,240.0,727.0,2021
573,4936.0,ANUMANAPALLE CHERUVU,Wetland,ANDHRA PRADESH,22.0,23.0,6.8,7.5,7.1,9.0,158.0,320.0,1.2,2.2,0.42,1.79,3.0,4.0,63.0,150.0,2021
574,4919.0,BRAMHASAGAR,Wetland,ANDHRA PRADESH,20.0,29.0,5.1,6.4,7.1,7.9,381.0,608.0,1.0,2.2,0.32,0.67,45.0,322.0,210.0,602.0,2021
575,4926.0,DALI TANK,Wetland,ANDHRA PRADESH,22.0,31.0,4.2,7.3,7.1,8.5,274.0,18950.0,1.5,2.5,0.38,2.82,4.0,15.0,2.0,150.0,2021
576,4931.0,GACCHAKAYALA PORA (LAGOON),Wetland,ANDHRA PRADESH,27.0,31.0,4.5,7.2,7.1,8.6,12230.0,56900.0,1.4,3.6,0.63,2.86,4.0,15.0,64.0,120.0,2021
577,4917.0,GANGINENI CHERUVU,Wetland,ANDHRA PRADESH,21.0,30.0,3.8,5.8,6.6,8.1,802.0,1326.0,2.2,3.5,1.08,4.51,191.0,659.0,540.0,1120.0,2021
578,4934.0,INTERU SWAMPS,Wetland,ANDHRA PRADESH,25.0,26.0,6.1,7.5,7.3,7.9,16170.0,26800.0,2.4,2.8,1.12,1.8,3.0,3.0,63.0,150.0,2021
579,4918.0,KATTAMANCHI CHERUVU,Wetland,ANDHRA PRADESH,23.0,30.0,4.3,5.6,6.8,8.1,733.0,1303.0,1.8,3.2,0.65,2.91,170.0,525.0,430.0,1120.0,2021
580,4933.0,KRISHNA MANGROVES,Wetland,ANDHRA PRADESH,24.0,28.0,5.1,6.2,7.1,8.0,24000.0,34500.0,2.4,2.8,1.03,1.81,3.0,3.0,71.0,150.0,2021
581,4916.0,MID PENNAR RESERVOIR,Wetland,ANDHRA PRADESH,21.0,27.0,5.3,6.3,7.0,7.9,346.0,560.0,1.0,1.7,0.33,2.57,84.0,376.0,220.0,659.0,2021
582,4925.0,NAUPADA SWAMPS,Wetland,ANDHRA PRADESH,22.0,32.0,2.0,8.0,7.2,8.3,330.0,58500.0,1.8,4.1,1.0,6.16,7.0,28.0,2.0,1100.0,2021
583,4930.0,P .S. CHINNAIAH PALEM,Wetland,ANDHRA PRADESH,24.0,30.0,5.8,8.0,6.8,8.2,460.0,1340.0,1.5,4.1,0.32,1.92,4.0,21.0,64.0,210.0,2021
584,4924.0,PATATEKALLI CHERUVU,Wetland,ANDHRA PRADESH,22.0,32.0,3.5,8.5,6.9,8.6,271.0,53100.0,1.5,22.0,1.02,3.87,9.0,23.0,120.0,460.0,2021
585,4915.0,PATHAKOTHA CHERUVU,Wetland,ANDHRA PRADESH,23.0,28.0,4.6,6.1,7.1,8.1,931.0,1702.0,1.8,3.0,0.42,2.94,180.0,629.0,430.0,1046.0,2021
586,4928.0,PEDDA CHERUVU,Wetland,ANDHRA PRADESH,26.0,32.0,0.3,7.5,6.6,7.7,620.0,1450.0,1.9,54.0,1.96,6.09,21.0,39.0,240.0,2400.0,2021
587,4923.0,SANGAMESWARA BACKWATERS,Wetland,ANDHRA PRADESH,22.0,27.0,5.1,6.4,6.8,7.9,357.0,1210.0,1.2,2.7,0.38,2.34,41.0,356.0,220.0,840.0,2021
588,4920.0,SOMASILA BACK WATER,Wetland,ANDHRA PRADESH,21.0,29.0,5.2,6.5,7.2,7.9,480.0,795.0,1.0,1.8,0.34,0.94,25.0,373.0,240.0,594.0,2021
589,4927.0,TATIPUDI RESERVOIR,Wetland,ANDHRA PRADESH,25.0,32.0,4.1,8.0,7.0,8.2,216.0,392.0,1.2,2.4,0.34,2.29,3.0,4.0,39.0,75.0,2021
590,4929.0,UPPALANKA MUDFLATS,Wetland,ANDHRA PRADESH,25.0,29.0,2.3,8.0,7.0,8.0,730.0,39600.0,1.8,5.8,0.46,3.02,4.0,15.0,49.0,150.0,2021
591,4935.0,UPPALAPADU TANK,Wetland,ANDHRA PRADESH,21.0,24.0,6.4,7.6,7.0,8.4,641.0,937.0,2.6,4.4,1.27,4.52,3.0,4.0,150.0,2400.0,2021
592,4932.0,YERRAKALUVA RESERVOIR,Wetland,ANDHRA PRADESH,23.0,28.0,2.2,8.2,7.1,8.0,185.0,1175.0,1.4,2.8,0.42,2.29,4.0,7.0,43.0,93.0,2021
593,3785.0,"BORBEEL NO. 1 , RAM NAGAR, DIGBOI,
PUBLIC WATER SUPPLY, TINSUKIA",LAKE,ASSAM,24.0,24.0,1.0,1.0,7.7,7.8,278.0,282.0,2.3,2.4,1.0,1.0,2.0,2.0,2.0,2.0,2021
594,3789.0,"BORDOIBAM BEELMUKH BIRD
SANCTUARY, DHEMAJI",LAKE,ASSAM,22.0,26.0,3.8,8.5,7.0,7.7,179.0,208.0,2.0,2.7,0.6,1.2,300.0,910.0,1400.0,2000.0,2021
595,3820.0,"BORSOLA BEEL, SARABBHATTI,
GUWAHATI",LAKE,ASSAM,21.0,32.0,0.3,6.3,7.3,7.8,452.0,470.0,23.6,29.2,2.0,2.8,2300.0,3900.0,4400.0,6400.0,2021
596,2206.0,"DALONI BEEL NEAR JOGIGHOPA, ASSAM",LAKE,ASSAM,24.0,36.0,4.5,5.5,7.0,7.8,66.0,81.0,1.6,2.6,0.7,1.1,300.0,730.0,610.0,1500.0,2021
597,2218.0,"DEEPAR BEEL AT BORAGAON NEAR
IASST, GUWAHATI, ASSAM",LAKE,ASSAM,21.0,31.0,4.6,10.8,7.2,7.8,156.0,288.0,2.0,5.0,0.6,2.0,300.0,730.0,1100.0,1600.0,2021
598,1529.0,"DEEPAR BEEL, ASSAM",LAKE,ASSAM,20.0,31.0,4.2,10.8,7.2,7.8,150.0,291.0,2.2,5.2,0.8,1.8,300.0,730.0,910.0,1600.0,2021
599,3821.0,"DIPLAI BEEL AT SILGARA, KOKRAJHAR",LAKE,ASSAM,22.0,34.0,4.2,5.5,7.0,7.6,64.0,98.0,2.0,2.9,0.7,1.4,300.0,730.0,910.0,1600.0,2021
600,3787.0,"HOLUDUNGA BEEL NEAR GAI NADI/
RIVER AT SOMARAJAN, DHEMA JI",LAKE,ASSAM,22.0,25.0,4.2,8.4,7.0,7.6,84.0,130.0,2.0,2.8,0.6,0.9,300.0,730.0,910.0,1500.0,2021
601,4337.0,"KAMALABARI LAKE INSIDE KAMALABARI
CHILDREN,S PARK, GELEKY",LAKE,ASSAM,20.0,35.0,5.4,7.6,6.8,7.6,53.0,85.0,1.9,2.5,0.7,1.2,300.0,360.0,360.0,910.0,2021
602,3812.0,"KAMALPUR BEEL, KAMALPUR",LAKE,ASSAM,21.0,27.0,0.3,3.8,7.2,7.8,1046.0,1150.0,25.2,30.4,2.2,3.4,360.0,1400.0,910.0,2700.0,2021
603,3800.0,"MALINI BEEL NEAR INDUTRIAL AREA AT
RAMNAGAR",LAKE,ASSAM,20.0,25.0,4.0,6.2,7.0,7.7,126.0,164.0,2.1,2.8,0.6,1.0,300.0,610.0,610.0,1600.0,2021
604,2205.0,"MER BEEL AT MADHABPUR, ASSAM",LAKE,ASSAM,22.0,25.0,4.0,7.8,7.2,8.0,136.0,161.0,2.3,2.8,0.8,1.1,300.0,720.0,910.0,2000.0,2021
605,3808.0,PARASHALI BEEL AT DEMORIA,LAKE,ASSAM,20.0,30.0,5.8,10.2,7.0,7.6,120.0,152.0,2.2,2.8,0.6,1.2,300.0,930.0,910.0,2000.0,2021
606,3798.0,SAMAGURI BEEL IN NAGAON DISTRICT,LAKE,ASSAM,19.0,34.0,4.0,7.1,7.0,7.5,118.0,143.0,2.0,2.9,0.6,1.1,300.0,730.0,720.0,2000.0,2021
607,3814.0,"SILSAKO BEEL, CHACHAL, GUWAHATI",LAKE,ASSAM,20.0,33.0,0.3,1.4,7.1,7.6,511.0,532.0,14.0,19.0,1.2,2.6,1400.0,2300.0,2700.0,4300.0,2021
608,3804.0,SON BEEL WATER AT KARIMGANJ,LAKE,ASSAM,21.0,25.0,4.0,4.3,6.8,7.5,123.0,158.0,2.2,2.8,0.6,1.2,300.0,910.0,730.0,2100.0,2021
609,3819.0,"SORU SOLA BEEL, PALTAN BAZAR,
GUWAHATI",LAKE,ASSAM,21.0,32.0,0.3,6.7,7.0,8.0,462.0,486.0,24.6,29.4,2.0,2.8,2600.0,3600.0,4200.0,5300.0,2021
610,2225.0,"BASKANDI POND INSIDE THE BASKANDI
MADRASA, BASKANDI, ASSAM",POND,ASSAM,18.0,24.0,4.2,4.8,7.2,7.5,101.0,130.0,2.1,2.6,0.6,1.2,300.0,910.0,1100.0,2000.0,2021
611,2219.0,"BISHNU PUSKAR PUKHURI OF HAYAGRIB
MADHAB TEMPLE, HAJO, ASSAM",POND,ASSAM,20.0,27.0,4.5,10.0,7.0,7.6,210.0,242.0,2.0,2.6,1.0,1.3,300.0,2300.0,730.0,4300.0,2021
612,2207.0,"BOR BEEL AT JAKAI., ASSAM",POND,ASSAM,21.0,25.0,4.0,7.0,7.2,7.8,200.0,297.0,2.0,2.8,0.6,1.1,300.0,730.0,610.0,1500.0,2021
613,3772.0,BORPUKHURI AT SONARI,POND,ASSAM,18.0,33.0,5.8,7.4,6.8,8.0,68.0,111.0,2.0,2.6,0.6,1.1,300.0,360.0,360.0,1100.0,2021
614,2208.0,"BORPUKHURI, NAZIRA, ASSAM",POND,ASSAM,19.0,34.0,5.6,7.6,6.9,7.7,56.0,96.0,2.0,2.5,0.7,1.1,300.0,360.0,300.0,910.0,2021
615,2214.0,"BOTODRIVA SATRA POND, NAGAON,
ASSAM",POND,ASSAM,20.0,30.0,4.0,6.2,7.2,7.6,63.0,88.0,2.0,2.8,0.8,1.1,300.0,730.0,730.0,1500.0,2021
